name,num_classes,classes_used,ratio,learning_rate,mean_0,variance_0,mean_10,variance_10,mean_20,variance_20,mean_30,variance_30,mean_40,variance_40,mean_50,variance_50,cap
capped_smote,2,"(0, 1)","(100, 1)",5e-07,0.51550395,0.0054473178434725,0.59820965,0.0026762667613024,0.63414175,0.0017923730066624,0.6527405,0.0013738262655999,0.6734452500000001,0.0009793230034625,0.6873708,0.00056054699881,5.0
smote,3,"(0, 3, 1)","(20, 2, 1)",1e-05,0.5176084999999999,0.0013673310649499,0.6114044749999998,0.0105068634540431,0.672803025,0.0046603774632056,0.695650825,0.0024197111652631,0.5947190749999999,0.0063092568810756,0.631171375,0.0069393142216531,
smote,3,"(0, 3, 1)","(20, 2, 1)",1e-06,0.496227775,0.0010976026598681,0.6473151500000001,0.0012544552888774,0.6740074249999999,0.0009272790060381,0.646355625,0.0026204346450531,0.6414927749999999,0.0064384675925931,0.6506908749999999,0.0028085312858031,
smote,3,"(0, 3, 1)","(20, 2, 1)",5e-07,0.5118483,0.0028233557582224,0.6587690749999999,0.0013076577316006,0.6504855249999999,0.0012962054159556,0.66743245,0.0004326482424225,0.681304375,0.0001647496049656,0.647594825,0.0036379925862756,
smote,3,"(0, 3, 1)","(20, 2, 1)",1e-07,0.5079148000000001,0.0021072800847225,0.618832925,0.0004332076049381,0.644428775,9.76340193306261e-05,0.6455791249999999,0.0004584573117781,0.6583224499999999,0.0002632718328349,0.65830005,0.0003963453469724,
smote,3,"(0, 3, 1)","(20, 2, 1)",1e-08,0.4981943999999999,0.0018879578731649,0.51917135,0.0028950691815525,0.540333425,0.0022434406559506,0.5590156000000002,0.0014972262551524,0.5726467499999999,0.0010868322279625,0.585685125,0.0009926375031781,
smote,3,"(0, 3, 1)","(200, 20, 1)",1e-05,0.508768275,0.0005541275995931,0.600317325,0.0087261060561631,0.595691525,0.0112892781885556,0.6194565499999999,0.0073401346798225,0.6400629249999998,0.0063472230919881,0.6190022,0.0073811600546475,
smote,3,"(0, 3, 1)","(200, 20, 1)",1e-06,0.5065756499999999,0.0018823516260399,0.6674259499999999,0.0012413851130099,0.67216915,0.0005479527243525,0.6780344250000001,0.0004369891352381,0.674038775,0.0011583733969931,0.6555643250000001,0.0016717689314631,
smote,3,"(0, 3, 1)","(200, 20, 1)",5e-07,0.503432875,0.0012050403263031,0.667182325,0.0003528882469506,0.671058925,0.0003726551369756,0.678241575,0.0003485117669381,0.6811640999999999,0.0001862941465525,0.6776086250000001,0.0002319653746031,
smote,3,"(0, 3, 1)","(200, 20, 1)",1e-07,0.5037337,0.0007211154466475,0.6169875250000001,0.0007173201456181,0.64233305,0.000162634953585,0.658142225,0.0002343599352681,0.6583244250000001,0.0002024844158006,0.663786225,0.0002188786192931,
