name,num_classes,classes_used,ratio,learning_rate,mean_0,variance_0,mean_10,variance_10,mean_20,variance_20,mean_30,variance_30,mean_40,variance_40,mean_50,variance_50
oversampled,2,"(0, 1)","(10, 1)",5e-07,0.5438949999999999,0.0038631581191,0.76639225,0.0002573721750125,0.78385985,0.0002910288525025,0.7946798500000001,0.0001673198401525,0.7964800500000001,0.0002058999697224,0.7997762500000001,0.0001500030418624
oversampled,2,"(0, 1)","(10, 1)",1e-07,0.5125384999999999,0.0049203729693999,0.6576126,0.0014071653768899,0.7122099000000001,0.0004780829587399,0.73508495,0.0002475651936225,0.7477175999999999,0.0001687254834899,0.75554935,0.0001084402596025
oversampled,2,"(0, 1)","(10, 1)",1e-08,0.534235,0.0050912499129499,0.55185135,0.0024314087412525,0.5757521499999999,0.0020811107897524,0.5978661,0.00167343970229,0.6162421499999999,0.0013912574540025,0.6320681,0.0011643072865899
both sampled,2,"(0, 1)","(10, 1)",1e-05,0.4967463500000001,0.0084030435498525,0.81236595,0.0026781178666224,0.81717595,0.0038477686076224,0.8252466999999999,0.0044519724158099,0.8184272,0.00255332344026,0.8069713500000001,0.0084456085461525
both sampled,2,"(0, 1)","(10, 1)",1e-06,0.5173834,0.00893335199064,0.7651437499999999,5.4130415712500046e-05,0.7869954499999999,7.90401361725005e-05,0.7999874499999999,3.159266642249964e-05,0.7990945,6.84438984500002e-05,0.8078027999999999,0.0001683092473599
both sampled,2,"(0, 1)","(10, 1)",5e-07,0.49642405,0.0053734379314725,0.7328284500000001,0.0003021936080224,0.762768,9.006599650000006e-05,0.77627855,9.796467567250009e-05,0.7798168,8.644266101000004e-05,0.784187,0.0001108596314
both sampled,2,"(0, 1)","(10, 1)",1e-07,0.5156009000000001,0.00529060725834,0.6035098999999999,0.00228860654129,0.67143365,0.0010720613053025,0.70632205,0.0004890177915225,0.7265428999999999,0.00033824877664,0.73950005,0.0002077018595724
both sampled,2,"(0, 1)","(10, 1)",1e-08,0.5434793,0.00835057033326,0.5508295999999999,0.00575819653789,0.5638402,0.0048595447653099,0.57587225,0.0041588095255625,0.5881071999999999,0.00353423910311,0.59923145,0.0029519936824225
weighted,2,"(0, 1)","(10, 1)",1e-05,0.5553053499999999,0.0061494851140024,0.7677701,0.00483430859049,0.7498267500000001,0.0099599630330625,0.7915017499999999,0.0035711637265125,0.8085774000000001,0.00116661661764,0.79297595,0.0007846381799225
weighted,2,"(0, 1)","(10, 1)",1e-06,0.55072315,0.0040884089932025,0.7998755,0.0018067188960999,0.83129185,0.0003066619815025,0.7957552999999999,0.0018673876978599,0.8283415,0.0023305300685999,0.84656065,0.0004225295488525
